name,salary_from,salary_to,salary_currency,area_name,published_at
Техник связи,50000,,RUR,Новосибирск,2022-12-19T10:00:32+0300
Производственный аналитик 1С ERP,200000,,RUR,Нижний Новгород,2022-12-19T10:05:16+0300
Сервисный инженер(возможно без опыта),45000,50000,RUR,Барнаул,2022-12-19T10:50:39+0300
"Программист (с.Уват, Тюменская область)",40000,,RUR,Демьянка (Тюменская область),2022-12-19T10:52:29+0300
Сервисный инженер ЭЗС (электрозаправочные станции),95000,,RUR,Москва,2022-12-19T10:49:09+0300
DevOps Engineer (удаленно),,300000,RUR,Москва,2022-12-19T10:50:05+0300
Инженер по ремонту техники / сервисный инженер,50000,,RUR,Санкт-Петербург,2022-12-19T10:59:23+0300
Маркетинговый аналитик,138000,,RUR,Казань,2022-12-19T10:33:11+0300
"Senior PHP-программист (Laravel, Yii2)",,6000,USD,Москва,2022-12-19T10:10:22+0300
".NET, C#, Azure developer",2000,4000,USD,Санкт-Петербург,2022-12-19T10:01:18+0300
Шлифовщица/Шлифовщик,30000,35000,RUR,Челябинск,2022-12-19T10:15:46+0300
"Программист(с.Уват, Тюменская область)",40000,,RUR,Тюмень,2022-12-19T10:52:29+0300
Бизнес-аналитик,100000,,RUR,Москва,2022-12-19T10:38:20+0300
Работник на производство,47500,,RUR,Голицыно,2022-12-19T10:37:44+0300
Бизнес-аналитик,80000,,RUR,Санкт-Петербург,2022-12-19T10:38:17+0300
Программист - стажер 1С,25000,50000,RUR,Ростов-на-Дону,2022-12-19T10:22:55+0300
Мастер по ремонту холодильного оборудования/РЕФ-механик,90000,,RUR,Хабаровск,2022-12-19T10:25:51+0300
Специалист по бережливому производству,56000,,RUR,Санкт-Петербург,2022-12-19T10:38:34+0300
Токарь-универсал,50000,60000,RUR,Чебоксары,2022-12-19T10:37:55+0300
"Программист(с.Уват, Тюменская область)",40000,,RUR,Уват,2022-12-19T10:52:29+0300
"Программист(с.Уват, Тюменская область)",40000,,RUR,Уват (Тюменская область),2022-12-19T10:52:29+0300
Разработчик С++,300000,1000000,KZT,Алматы,2022-12-19T10:27:31+0300
Middle .NET Backend Developer,160000,240000,RUR,Москва,2022-12-19T10:25:40+0300
Программист 1С,,220000,RUR,Москва,2022-12-19T10:11:16+0300
Механик по ремонту и выпуску автотранспортных средств,45000,,RUR,Пермь,2022-12-19T10:27:55+0300
Графический дизайнер (офис),80000,100000,RUR,Санкт-Петербург,2022-12-19T10:16:14+0300
Редактор текста и ввода данных/Оператор дистанционной обработки данных (удалённо),,110000,RUR,Краснодар,2022-12-19T10:42:09+0300
Редактор текста и ввода данных/Оператор дистанционной обработки данных (удалённо),,110000,RUR,Тюмень,2022-12-19T10:47:23+0300
Бизнес-аналитик (по автоматизации бизнес-процессов),,160000,RUR,Москва,2022-12-19T10:19:53+0300
Вальцовщик стана холодной прокатки,70000,,RUR,Санкт-Петербург,2022-12-19T10:30:27+0300
Специалист по сопровождению 1С,40000,70000,RUR,Тула,2022-12-19T10:33:48+0300
Системный администратор,,33000,RUR,Тула,2022-12-19T10:49:09+0300
Начальник Отдела сетевой инфраструктуры и телекоммуникаций,100000,,RUR,Санкт-Петербург,2022-12-19T10:56:06+0300
Руководитель производственного участка,143000,,RUR,Дмитров,2022-12-19T10:21:10+0300
Системный администратор,70000,85000,RUR,Москва,2022-12-19T10:41:34+0300
Сервисный инженер,55000,100000,RUR,Екатеринбург,2022-12-19T10:11:08+0300
Middle Frontend developer (Vue.js/Nuxt),180000,260000,RUR,Москва,2022-12-19T10:25:39+0300
Оператор станков с ЧПУ,47000,,RUR,Москва,2022-12-19T10:41:48+0300
"Программист (с.Уват, Тюменская область)",40000,,RUR,Туртас,2022-12-19T10:52:29+0300
Менеджер проектов,60000,100000,RUR,Нижний Новгород,2022-12-19T10:46:56+0300
Специалист 1 разряда отдела информационных технологий,15000,45000,RUR,Москва,2022-12-19T10:28:06+0300
Fullstack разработчик (PHP/JS),200000,,RUR,Москва,2022-12-19T10:51:49+0300
Специалист по заправке картриджей,30000,35000,RUR,Нижнекамск,2022-12-19T10:29:45+0300
Инженер по гарантии,80000,,RUR,Тольятти,2022-12-19T10:13:14+0300
Специалист технической поддержки 1С со знанием бухгалтерского учёта,50000,60000,RUR,Самара,2022-12-19T10:58:18+0300
Специалист технической поддержки,25000,,RUR,Казань,2022-12-19T10:33:48+0300
Механик,45000,,RUR,Петрозаводск,2022-12-19T10:24:52+0300
Ruby Developer,1500,1500,BYR,Минск,2022-12-19T10:10:06+0300
Станочник,40000,,RUR,Челябинск,2022-12-19T10:15:43+0300
PHP-разработчик,400000,1000000,KZT,Алматы,2022-12-19T10:27:31+0300
Фрезеровщик,60000,,RUR,Санкт-Петербург,2022-12-19T10:30:23+0300
Программист 1C (удаленно),150000,171000,RUR,Владивосток,2022-12-19T10:24:08+0300
Токарь,70000,,RUR,Тюмень,2022-12-19T10:39:18+0300
Системный администратор,46000,,RUR,Иркутск,2022-12-19T10:56:27+0300
Инженер-системотехник в отдел системной интеграции,50000,,RUR,Улан-Удэ,2022-12-19T10:28:08+0300
Программист 1С,100000,250000,RUR,Москва,2022-12-19T10:22:10+0300
Сервисный инженер по Компрессорам,600,700,USD,Ташкент,2022-12-19T10:56:23+0300
Инженер по подключению корпоративных клиентов,40000,,RUR,Нижний Новгород,2022-12-19T10:40:10+0300
Разработчик Power BI,,230000,RUR,Москва,2022-12-19T10:39:01+0300
Программист микроконтроллеров / Разработчик Embedded,80000,,RUR,Рязань,2022-12-19T10:15:28+0300
Мастер дорожный,80000,80000,RUR,Красный Холм,2022-12-19T10:46:05+0300
Оператор станков с числовым программным управлением,50000,,RUR,Чебоксары,2022-12-19T10:37:55+0300
Сборщик электрических машин и аппаратов,30000,38000,RUR,Йошкар-Ола,2022-12-19T10:50:15+0300
Специалист по поддержке пользователей (удаленно),33000,48000,RUR,Новороссийск,2022-12-19T10:39:09+0300
Наладчик-оператор станков с ПУ,75000,,RUR,Санкт-Петербург,2022-12-19T10:12:24+0300
Техлид (Marketplace),420000,,RUR,Москва,2022-12-19T10:10:15+0300
Системный администратор,90000,,RUR,Москва,2022-12-19T10:47:47+0300
Мастер по ремонту бытовой техники,60000,100000,RUR,Москва,2022-12-19T10:50:37+0300
Монтажник слаботочных систем/слаботочник (м.Комендантский проспект),70000,100000,RUR,Санкт-Петербург,2022-12-19T10:38:54+0300
Senior .NET Backend Developer,240000,320000,RUR,Москва,2022-12-19T10:25:39+0300
Сервисный инженер по ремонту банкоматов,30000,40000,RUR,Белово,2022-12-19T10:26:20+0300
Аналитик,,84750,RUR,Москва,2022-12-19T10:19:03+0300
Оператор-наладчик станков с ЧПУ,70000,80000,RUR,Казань,2022-12-19T10:35:48+0300
Администратор вычислительной сети,35000,,RUR,Санкт-Петербург,2022-12-19T10:02:45+0300
Сетевой инженер/монтажник,65000,95000,RUR,Зеленоград,2022-12-19T10:10:52+0300
Начальник отдела внедрения и сопровождения ПО,,90000,RUR,Саранск,2022-12-19T10:33:58+0300
Токарь,35000,40000,RUR,Уфа,2022-12-19T10:15:06+0300
Senior QA Automation Engineer,180000,,RUR,Москва,2022-12-19T10:00:58+0300
Гибщик,45000,,RUR,Йошкар-Ола,2022-12-19T10:49:37+0300
Аналитик рекламных кампаний,50000,,RUR,Вологда,2022-12-19T10:30:18+0300
"Оператор по контролю работы БСМТ, ДУТ, Wialon",35000,,RUR,Иркутск,2022-12-19T10:14:14+0300
Токарь (ДИП),60000,,RUR,Иваново (Ивановская область),2022-12-19T10:19:07+0300
Программист 1C (блок разработки ИТ),200000,,RUR,Москва,2022-12-19T10:05:59+0300
Контент-менеджер со знанием SEO,35000,45000,RUR,Санкт-Петербург,2022-12-19T10:10:22+0300
Оператор – наладчик станков продольного точения с ЧПУ на предприятие (г. Белово),75000,100000,RUR,Ленинск-Кузнецкий,2022-12-19T10:52:50+0300
